"idSubject" "idActivity" "nameActivity" "variableMeasurement" "avgMeasurement"
2 1 "walking" "TimeBodyAccelerometerMagStd" -0.552812545643709
2 1 "walking" "TimeBodyAccelerometerMeanX" 0.273113115788079
2 1 "walking" "TimeBodyAccelerometerMeanY" -0.0191323183174834
2 1 "walking" "TimeBodyAccelerometerMeanZ" -0.115649958175497
2 1 "walking" "TimeBodyAccelerometerStdX" -0.605586497159271
2 1 "walking" "TimeBodyAccelerometerStdY" -0.428962986589404
2 1 "walking" "TimeBodyAccelerometerStdZ" -0.589360062210596
2 1 "walking" "TimeBodyGyroscopeJerkMagMean" -0.746559539039735
2 1 "walking" "TimeBodyGyroscopeJerkMagStd" -0.740088733655629
2 1 "walking" "TimeBodyGyroscopeJerkMeanX" -0.0875587491668874
2 1 "walking" "TimeBodyGyroscopeJerkMeanY" -0.0433986835453642
2 1 "walking" "TimeBodyGyroscopeJerkMeanZ" -0.0557541828188742
2 1 "walking" "TimeBodyGyroscopeJerkStdX" -0.671679103311258
2 1 "walking" "TimeBodyGyroscopeJerkStdY" -0.783595466728477
2 1 "walking" "TimeBodyGyroscopeJerkStdZ" -0.674611933293046
2 1 "walking" "TimeBodyGyroscopeMagMean" -0.614771054893146
2 1 "walking" "TimeBodyGyroscopeMagStd" -0.680584887880795
2 1 "walking" "TimeBodyGyroscopeMeanX" -0.0517030657821192
2 1 "walking" "TimeBodyGyroscopeMeanY" -0.0568420186817881
2 1 "walking" "TimeBodyGyroscopeMeanZ" 0.0872599422291391
2 1 "walking" "TimeBodyGyroscopeStdX" -0.710648927815894
2 1 "walking" "TimeBodyGyroscopeStdY" -0.722943674337748
2 1 "walking" "TimeBodyGyroscopeStdZ" -0.634888927843046
2 1 "walking" "TimeGravityAccelerometerMagMean" -0.535281800541722
2 1 "walking" "TimeGravityAccelerometerMagStd" -0.552812545643709
2 1 "walking" "TimeGravityAccelerometerMeanX" 0.660782866688742
2 1 "walking" "TimeGravityAccelerometerMeanY" -0.147219886910411
2 1 "walking" "TimeGravityAccelerometerMeanZ" 0.134865335090728
2 1 "walking" "TimeGravityAccelerometerStdX" -0.963015508245033
2 1 "walking" "TimeGravityAccelerometerStdY" -0.960033560165563
2 1 "walking" "TimeGravityAccelerometerStdZ" -0.945365383907285
4 1 "walking" "FrequenceBodyAccelerometerJerkMagMean" -0.702045896773196
4 1 "walking" "FrequenceBodyAccelerometerJerkMagMeanFreq" 0.165043041249278
4 1 "walking" "FrequenceBodyAccelerometerJerkMagStd" -0.723261097164948
4 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqX" 0.0388340995747423
4 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqY" -0.174386827172165
4 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqZ" -0.0764758920417526
4 1 "walking" "FrequenceBodyAccelerometerJerkMeanX" -0.717973724971649
4 1 "walking" "FrequenceBodyAccelerometerJerkMeanY" -0.684648403917526
4 1 "walking" "FrequenceBodyAccelerometerJerkMeanZ" -0.845383895412371
4 1 "walking" "FrequenceBodyAccelerometerJerkStdX" -0.710952957814433
4 1 "walking" "FrequenceBodyAccelerometerJerkStdY" -0.679116699128866
4 1 "walking" "FrequenceBodyAccelerometerJerkStdZ" -0.872348615876289
4 1 "walking" "FrequenceBodyAccelerometerMagMean" -0.668273665958763
4 1 "walking" "FrequenceBodyAccelerometerMagMeanFreq" 0.0691602833970103
4 1 "walking" "FrequenceBodyAccelerometerMagStd" -0.724979750463917
4 1 "walking" "FrequenceBodyAccelerometerMeanFreqX" -0.15574790130299
4 1 "walking" "FrequenceBodyAccelerometerMeanFreqY" 0.0520271215242268
4 1 "walking" "FrequenceBodyAccelerometerMeanFreqZ" -0.0138445406976804
4 1 "walking" "FrequenceBodyAccelerometerMeanX" -0.698994344226804
4 1 "walking" "FrequenceBodyAccelerometerMeanY" -0.610966605674742
4 1 "walking" "FrequenceBodyAccelerometerMeanZ" -0.784964119020619
4 1 "walking" "FrequenceBodyAccelerometerStdX" -0.679316495457474
4 1 "walking" "FrequenceBodyAccelerometerStdY" -0.60587907902268
4 1 "walking" "FrequenceBodyAccelerometerStdZ" -0.739920171907216
4 1 "walking" "FrequenceBodyGyroscopeJerkMagMean" -0.86760194427835
4 1 "walking" "FrequenceBodyGyroscopeJerkMagMeanFreq" 0.144910348074227
4 1 "walking" "FrequenceBodyGyroscopeJerkMagStd" -0.884187806804124
4 1 "walking" "FrequenceBodyGyroscopeMagMean" -0.785172936701031
4 1 "walking" "FrequenceBodyGyroscopeMagMeanFreq" -0.157891340330412
4 1 "walking" "FrequenceBodyGyroscopeMagStd" -0.769330760360825
4 1 "walking" "FrequenceBodyGyroscopeMeanFreqX" -0.145349222123196
4 1 "walking" "FrequenceBodyGyroscopeMeanFreqY" -0.357592715106186
4 1 "walking" "FrequenceBodyGyroscopeMeanFreqZ" -0.023592604357732
4 1 "walking" "FrequenceBodyGyroscopeMeanX" -0.708097003278351
4 1 "walking" "FrequenceBodyGyroscopeMeanY" -0.851859241237113
4 1 "walking" "FrequenceBodyGyroscopeMeanZ" -0.723913683350515
4 1 "walking" "FrequenceBodyGyroscopeStdX" -0.765931837365979
4 1 "walking" "FrequenceBodyGyroscopeStdY" -0.818105282886598
4 1 "walking" "FrequenceBodyGyroscopeStdZ" -0.778863649278351
4 1 "walking" "TimeBodyAccelerometerJerkMagMean" -0.72234055742268
4 1 "walking" "TimeBodyAccelerometerJerkMagStd" -0.71024608685567
4 1 "walking" "TimeBodyAccelerometerJerkMeanX" 0.0780162237953608
4 1 "walking" "TimeBodyAccelerometerJerkMeanY" -0.0010311298138299
4 1 "walking" "TimeBodyAccelerometerJerkMeanZ" -0.00737070069603093
4 1 "walking" "TimeBodyAccelerometerJerkStdX" -0.701066737438144
4 1 "walking" "TimeBodyAccelerometerJerkStdY" -0.670976701376289
4 1 "walking" "TimeBodyAccelerometerJerkStdZ" -0.859502524793814
4 1 "walking" "TimeBodyAccelerometerMagMean" -0.637532979814948
4 1 "walking" "TimeBodyAccelerometerMagStd" -0.670122122716495
4 1 "walking" "TimeBodyAccelerometerMeanX" 0.277034464752577
4 1 "walking" "TimeBodyAccelerometerMeanY" -0.0133496817746907
4 1 "walking" "TimeBodyAccelerometerMeanZ" -0.105916135927835
4 1 "walking" "TimeBodyAccelerometerStdX" -0.68386446609433
4 1 "walking" "TimeBodyAccelerometerStdY" -0.589609330539691
4 1 "walking" "TimeBodyAccelerometerStdZ" -0.741959040257732
4 1 "walking" "TimeBodyGyroscopeJerkMagMean" -0.849581355824742
4 1 "walking" "TimeBodyGyroscopeJerkMagStd" -0.870579517938144
4 1 "walking" "TimeBodyGyroscopeJerkMeanX" -0.10509869233866
4 1 "walking" "TimeBodyGyroscopeJerkMeanY" -0.0410624426912371
4 1 "walking" "TimeBodyGyroscopeJerkMeanZ" -0.060866534304433
4 1 "walking" "TimeBodyGyroscopeJerkStdX" -0.778479585721649
4 1 "walking" "TimeBodyGyroscopeJerkStdY" -0.911436316752577
4 1 "walking" "TimeBodyGyroscopeJerkStdZ" -0.790578254329897
4 1 "walking" "TimeBodyGyroscopeMagMean" -0.708221087886598
4 1 "walking" "TimeBodyGyroscopeMagStd" -0.749105473365979
4 1 "walking" "TimeBodyGyroscopeMeanX" -0.0298726752979381
4 1 "walking" "TimeBodyGyroscopeMeanY" -0.0750086556675258
4 1 "walking" "TimeBodyGyroscopeMeanZ" 0.0956607416628866
4 1 "walking" "TimeBodyGyroscopeStdX" -0.750915960835052
4 1 "walking" "TimeBodyGyroscopeStdY" -0.828888294742268
4 1 "walking" "TimeBodyGyroscopeStdZ" -0.745904225824742
4 1 "walking" "TimeGravityAccelerometerMagMean" -0.637532979814948
4 1 "walking" "TimeGravityAccelerometerMagStd" -0.670122122716495
4 1 "walking" "TimeGravityAccelerometerMeanX" 0.731456509896907
4 1 "walking" "TimeGravityAccelerometerMeanY" 0.072347989306416
4 1 "walking" "TimeGravityAccelerometerMeanZ" 0.193993433768041
4 1 "walking" "TimeGravityAccelerometerStdX" -0.967576704329897
4 1 "walking" "TimeGravityAccelerometerStdY" -0.94170652321134
4 1 "walking" "TimeGravityAccelerometerStdZ" -0.936724233273196
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagMean" -0.529301794643089
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagMeanFreq" 0.153282705439837
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagStd" -0.576991683357724
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqX" -0.0626525261543089
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqY" -0.190358689715447
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqZ" -0.164332976294309
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanX" -0.548003358486179
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanY" -0.470861077819187
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanZ" -0.793248930406504
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdX" -0.540002452644715
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdY" -0.459377588636585
4 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdZ" -0.841927060081301
4 2 "walking upstairs" "FrequenceBodyAccelerometerMagMean" -0.497723469494309
4 2 "walking upstairs" "FrequenceBodyAccelerometerMagMeanFreq" 0.139269821727642
4 2 "walking upstairs" "FrequenceBodyAccelerometerMagStd" -0.590882542479675
4 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqX" -0.229896701265041
4 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqY" 0.136415181912195
4 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqZ" -0.0204555236743252
4 2 "walking upstairs" "FrequenceBodyAccelerometerMeanX" -0.518103409715447
4 2 "walking upstairs" "FrequenceBodyAccelerometerMeanY" -0.391561268041463
4 2 "walking upstairs" "FrequenceBodyAccelerometerMeanZ" -0.708346275365854
4 2 "walking upstairs" "FrequenceBodyAccelerometerStdX" -0.468588371045528
4 2 "walking upstairs" "FrequenceBodyAccelerometerStdY" -0.422334649479756
4 2 "walking upstairs" "FrequenceBodyAccelerometerStdZ" -0.659623483821138
4 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagMean" -0.793458132276423
4 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagMeanFreq" 0.181417870697967
4 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagStd" -0.829831474634146
4 2 "walking upstairs" "FrequenceBodyGyroscopeMagMean" -0.683314955211382
4 2 "walking upstairs" "FrequenceBodyGyroscopeMagMeanFreq" -0.0842086255799187
4 2 "walking upstairs" "FrequenceBodyGyroscopeMagStd" -0.674631635121951
4 2 "walking upstairs" "FrequenceBodyGyroscopeMeanFreqX" -0.0761993841779675
4 2 "walking upstairs" "FrequenceBodyGyroscopeMeanFreqY" -0.403312438185366
4 2 "walking upstairs" "FrequenceBodyGyroscopeMeanFreqZ" 0.0995517018569106
4 2 "walking upstairs" "FrequenceBodyGyroscopeMeanX" -0.537445270313821
4 2 "walking upstairs" "FrequenceBodyGyroscopeMeanY" -0.799459630325203
4 2 "walking upstairs" "FrequenceBodyGyroscopeMeanZ" -0.634729117447154
4 2 "walking upstairs" "FrequenceBodyGyroscopeStdX" -0.652062731170732
4 2 "walking upstairs" "FrequenceBodyGyroscopeStdY" -0.727336206422764
4 2 "walking upstairs" "FrequenceBodyGyroscopeStdZ" -0.748519078617886
4 2 "walking upstairs" "TimeBodyAccelerometerJerkMagMean" -0.551665062753089
4 2 "walking upstairs" "TimeBodyAccelerometerJerkMagStd" -0.547890232756098
4 2 "walking upstairs" "TimeBodyAccelerometerJerkMeanX" 0.080200587601626
4 2 "walking upstairs" "TimeBodyAccelerometerJerkMeanY" 0.0106812194621382
4 2 "walking upstairs" "TimeBodyAccelerometerJerkMeanZ" -0.00737856315243902
4 2 "walking upstairs" "TimeBodyAccelerometerJerkStdX" -0.522686832030976
4 2 "walking upstairs" "TimeBodyAccelerometerJerkStdY" -0.446980128646341
4 2 "walking upstairs" "TimeBodyAccelerometerJerkStdZ" -0.817881987560976
4 2 "walking upstairs" "TimeBodyAccelerometerMagMean" -0.441789745892683
4 2 "walking upstairs" "TimeBodyAccelerometerMagStd" -0.50629736504065
4 2 "walking upstairs" "TimeBodyAccelerometerMeanX" 0.269685855146341
4 2 "walking upstairs" "TimeBodyAccelerometerMeanY" -0.0171085099442602
4 2 "walking upstairs" "TimeBodyAccelerometerMeanZ" -0.110053359325203
4 2 "walking upstairs" "TimeBodyAccelerometerStdX" -0.481157815330894
4 2 "walking upstairs" "TimeBodyAccelerometerStdY" -0.384255322007236
4 2 "walking upstairs" "TimeBodyAccelerometerStdZ" -0.658285719430894
4 2 "walking upstairs" "TimeBodyGyroscopeJerkMagMean" -0.771259192195122
4 2 "walking upstairs" "TimeBodyGyroscopeJerkMagStd" -0.802559941951219
4 2 "walking upstairs" "TimeBodyGyroscopeJerkMeanX" -0.112213469653659
4 2 "walking upstairs" "TimeBodyGyroscopeJerkMeanY" -0.0384344734528455
4 2 "walking upstairs" "TimeBodyGyroscopeJerkMeanZ" -0.0529863681443902
4 2 "walking upstairs" "TimeBodyGyroscopeJerkStdX" -0.637528066829268
4 2 "walking upstairs" "TimeBodyGyroscopeJerkStdY" -0.888412003333333
4 2 "walking upstairs" "TimeBodyGyroscopeJerkStdZ" -0.681795418349593
4 2 "walking upstairs" "TimeBodyGyroscopeMagMean" -0.574385249590244
4 2 "walking upstairs" "TimeBodyGyroscopeMagStd" -0.639915777398374
4 2 "walking upstairs" "TimeBodyGyroscopeMeanX" -0.027473566188374
4 2 "walking upstairs" "TimeBodyGyroscopeMeanY" -0.0845813729861789
4 2 "walking upstairs" "TimeBodyGyroscopeMeanZ" 0.0958069867471545
4 2 "walking upstairs" "TimeBodyGyroscopeStdX" -0.623295736308943
4 2 "walking upstairs" "TimeBodyGyroscopeStdY" -0.749889456666667
4 2 "walking upstairs" "TimeBodyGyroscopeStdZ" -0.695570737073171
4 2 "walking upstairs" "TimeGravityAccelerometerMagMean" -0.441789745892683
4 2 "walking upstairs" "TimeGravityAccelerometerMagStd" -0.50629736504065
4 2 "walking upstairs" "TimeGravityAccelerometerMeanX" 0.667377493902439
4 2 "walking upstairs" "TimeGravityAccelerometerMeanY" 0.176064219895122
4 2 "walking upstairs" "TimeGravityAccelerometerMeanZ" 0.117030634772358
4 2 "walking upstairs" "TimeGravityAccelerometerStdX" -0.954845868211382
4 2 "walking upstairs" "TimeGravityAccelerometerStdY" -0.940959838617886
4 2 "walking upstairs" "TimeGravityAccelerometerStdZ" -0.948783616341463
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagMean" -0.609193721940625
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagMeanFreq" 0.0983598303289236
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagStd" -0.611619343190972
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqX" -0.219176266215278
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqY" -0.296107744084757
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqZ" -0.290292303180208
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanX" -0.621377141312847
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanY" -0.699766614569444
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanZ" -0.702931927996528
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdX" -0.572819893733993
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdY" -0.679065855003472
9 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdZ" -0.739139922708333
9 2 "walking upstairs" "FrequenceBodyAccelerometerMagMean" -0.553186448295139
9 2 "walking upstairs" "FrequenceBodyAccelerometerMagMeanFreq" -0.00358269125034722
9 2 "walking upstairs" "FrequenceBodyAccelerometerMagStd" -0.624456827182986
9 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqX" -0.291349229752569
9 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqY" -0.0879003298041667
9 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqZ" -0.0304334227664236
9 2 "walking upstairs" "FrequenceBodyAccelerometerMeanX" -0.579258404408681
9 2 "walking upstairs" "FrequenceBodyAccelerometerMeanY" -0.610267804090278
9 2 "walking upstairs" "FrequenceBodyAccelerometerMeanZ" -0.592119122804271
9 2 "walking upstairs" "FrequenceBodyAccelerometerStdX" -0.547995744907986
9 2 "walking upstairs" "FrequenceBodyAccelerometerStdY" -0.586766083232639
9 2 "walking upstairs" "FrequenceBodyAccelerometerStdZ" -0.501074006965903
9 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagMean" -0.786473954201389
9 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagMeanFreq" 0.0927763736788194
9 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagStd" -0.801296292638889
9 2 "walking upstairs" "FrequenceBodyGyroscopeMagMean" -0.700863097986111
9 2 "walking upstairs" "FrequenceBodyGyroscopeMagMeanFreq" -0.108828634535764
9 2 "walking upstairs" "FrequenceBodyGyroscopeMagStd" -0.697729432621528
9 2 "walking upstairs" "FrequenceBodyGyroscopeMeanFreqX" -0.205909254584222
9 2 "walking upstairs" "FrequenceBodyGyroscopeMeanFreqY" -0.240880440259861
9 2 "walking upstairs" "FrequenceBodyGyroscopeMeanFreqZ" -0.196153280691528
9 2 "walking upstairs" "FrequenceBodyGyroscopeMeanX" -0.639863219559028
9 2 "walking upstairs" "FrequenceBodyGyroscopeMeanY" -0.683924287600694
9 2 "walking upstairs" "FrequenceBodyGyroscopeMeanZ" -0.612680463163889
9 2 "walking upstairs" "FrequenceBodyGyroscopeStdX" -0.690689895534722
9 2 "walking upstairs" "FrequenceBodyGyroscopeStdY" -0.667203220760417
9 2 "walking upstairs" "FrequenceBodyGyroscopeStdZ" -0.619468634127778
9 2 "walking upstairs" "TimeBodyAccelerometerJerkMagMean" -0.621608245092361
9 2 "walking upstairs" "TimeBodyAccelerometerJerkMagStd" -0.608862145384722
9 2 "walking upstairs" "TimeBodyAccelerometerJerkMeanX" 0.0840171430291667
9 2 "walking upstairs" "TimeBodyAccelerometerJerkMeanY" 0.00678485848399306
9 2 "walking upstairs" "TimeBodyAccelerometerJerkMeanZ" -0.00102998088194444
9 2 "walking upstairs" "TimeBodyAccelerometerJerkStdX" -0.578305161360069
9 2 "walking upstairs" "TimeBodyAccelerometerJerkStdY" -0.678923872274306
9 2 "walking upstairs" "TimeBodyAccelerometerJerkStdZ" -0.721610094569444
9 2 "walking upstairs" "TimeBodyAccelerometerMagMean" -0.505183470509188
9 2 "walking upstairs" "TimeBodyAccelerometerMagStd" -0.553038255314792
9 2 "walking upstairs" "TimeBodyAccelerometerMeanX" 0.270313841621528
9 2 "walking upstairs" "TimeBodyAccelerometerMeanY" -0.0209466555412396
9 2 "walking upstairs" "TimeBodyAccelerometerMeanZ" -0.101233826213889
9 2 "walking upstairs" "TimeBodyAccelerometerStdX" -0.555656544538194
9 2 "walking upstairs" "TimeBodyAccelerometerStdY" -0.5758878952125
9 2 "walking upstairs" "TimeBodyAccelerometerStdZ" -0.506111776081806
9 2 "walking upstairs" "TimeBodyGyroscopeJerkMagMean" -0.7629795809375
9 2 "walking upstairs" "TimeBodyGyroscopeJerkMagStd" -0.786176892048611
9 2 "walking upstairs" "TimeBodyGyroscopeJerkMeanX" -0.0892254930640278
9 2 "walking upstairs" "TimeBodyGyroscopeJerkMeanY" -0.0397344421815972
9 2 "walking upstairs" "TimeBodyGyroscopeJerkMeanZ" -0.053402884281875
9 2 "walking upstairs" "TimeBodyGyroscopeJerkStdX" -0.7617108665625
9 2 "walking upstairs" "TimeBodyGyroscopeJerkStdY" -0.773273878854167
9 2 "walking upstairs" "TimeBodyGyroscopeJerkStdZ" -0.744656038298611
9 2 "walking upstairs" "TimeBodyGyroscopeMagMean" -0.550201866572569
9 2 "walking upstairs" "TimeBodyGyroscopeMagStd" -0.663198385034722
9 2 "walking upstairs" "TimeBodyGyroscopeMeanX" -0.0701318154561458
9 2 "walking upstairs" "TimeBodyGyroscopeMeanY" -0.0729884312991667
9 2 "walking upstairs" "TimeBodyGyroscopeMeanZ" 0.109092913237986
9 2 "walking upstairs" "TimeBodyGyroscopeStdX" -0.676452392569444
9 2 "walking upstairs" "TimeBodyGyroscopeStdY" -0.670498220701389
9 2 "walking upstairs" "TimeBodyGyroscopeStdZ" -0.587557692291458
9 2 "walking upstairs" "TimeGravityAccelerometerMagMean" -0.505183470509188
9 2 "walking upstairs" "TimeGravityAccelerometerMagStd" -0.553038255314792
9 2 "walking upstairs" "TimeGravityAccelerometerMeanX" 0.670845545555556
9 2 "walking upstairs" "TimeGravityAccelerometerMeanY" -0.0467446999509028
9 2 "walking upstairs" "TimeGravityAccelerometerMeanZ" 0.104353653032743
9 2 "walking upstairs" "TimeGravityAccelerometerStdX" -0.958784666180556
9 2 "walking upstairs" "TimeGravityAccelerometerStdY" -0.949938115208333
9 2 "walking upstairs" "TimeGravityAccelerometerStdZ" -0.920554317815972
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagMean" -0.970436012833333
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagMeanFreq" 0.303074622566667
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMagStd" -0.969339341333333
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqX" 0.18049724774
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqY" -0.0236616142666667
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanFreqZ" 0.136230998733333
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanX" -0.978120306166667
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanY" -0.9634427765
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkMeanZ" -0.9826301395
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdX" -0.979612429166667
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdY" -0.964387826
10 2 "walking upstairs" "FrequenceBodyAccelerometerJerkStdZ" -0.9864711005
10 2 "walking upstairs" "FrequenceBodyAccelerometerMagMean" -0.951348618666667
10 2 "walking upstairs" "FrequenceBodyAccelerometerMagMeanFreq" 0.257758402675
10 2 "walking upstairs" "FrequenceBodyAccelerometerMagStd" -0.946976321166667
10 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqX" 0.00798704466166666
10 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqY" 0.11787740315
10 2 "walking upstairs" "FrequenceBodyAccelerometerMeanFreqZ" 0.24323874364
10 2 "walking upstairs" "FrequenceBodyAccelerometerMeanX" -0.975310696833333
10 2 "walking upstairs" "FrequenceBodyAccelerometerMeanY" -0.940255585
10 2 "walking upstairs" "FrequenceBodyAccelerometerMeanZ" -0.976061050166667
10 2 "walking upstairs" "FrequenceBodyAccelerometerStdX" -0.978249844833333
10 2 "walking upstairs" "FrequenceBodyAccelerometerStdY" -0.928300078783333
10 2 "walking upstairs" "FrequenceBodyAccelerometerStdZ" -0.971528370666667
10 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagMean" -0.980438270333333
10 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagMeanFreq" 0.223002989278333
10 2 "walking upstairs" "FrequenceBodyGyroscopeJerkMagStd" -0.978997537333333
10 2 "walking upstairs" "FrequenceBodyGyroscopeMagMean" -0.958964957333333
10 2 "walking upstairs" "FrequenceBodyGyroscopeMagMeanFreq" 0.04078922134
10 2 "walking upstairs" "FrequenceBodyGyroscopeMagStd" -0.94776606
10 2 "walking upstairs" "FrequenceBodyGyroscopeMeanFreqX" 0.0389539027333333
